n,labels
"(:Partiresultat:Vänsterpartiet {roster2018: 260,kommun: Haparanda,roster2022: 160,parti: Vänsterpartiet})","[Partiresultat, Vänsterpartiet]"
"(:Partiresultat:Miljöpartiet {roster2018: 78,kommun: Haparanda,roster2022: 81,parti: Miljöpartiet de gröna})","[Partiresultat, Miljöpartiet]"
"(:Partiresultat:Sverigedemokraterna {roster2018: 1077,kommun: Haparanda,roster2022: 1303,parti: Sverigedemokraterna})","[Partiresultat, Sverigedemokraterna]"
"(:Partiresultat:Others {roster2018: 70,kommun: Haparanda,roster2022: 41,parti: Övriga anmälda partier})","[Partiresultat, Others]"
"(:Info:Valid {roster2018: 4402,kommun: Haparanda,roster2022: 4220,parti: Giltiga Röster})","[Info, Valid]"
"(:Info:Invalid {roster2018: 2,kommun: Haparanda,roster2022: 2,parti: Ogiltiga röster - inte anmälda partier})","[Info, Invalid]"
"(:Info:Invalid {roster2018: 45,kommun: Haparanda,roster2022: 58,parti: Ogiltiga röster - blanka})","[Info, Invalid]"
"(:Info:Invalid {roster2018: 5,kommun: Haparanda,roster2022: 1,parti: Ogiltiga röster - övriga})","[Info, Invalid]"
"(:Info:Turnout {roster2018: 4454,kommun: Haparanda,roster2022: 4281,parti: Valdeltagande})","[Info, Turnout]"
"(:Info:EligibleToVote {roster2018: 6120,kommun: Haparanda,roster2022: 6198,parti: Röstberättigade})","[Info, EligibleToVote]"
"(:Partiresultat:Moderaterna {roster2018: 1249,kommun: Heby,roster2022: 1355,parti: Moderaterna})","[Partiresultat, Moderaterna]"
"(:Partiresultat:Centerpartiet {roster2018: 1196,kommun: Heby,roster2022: 726,parti: Centerpartiet})","[Partiresultat, Centerpartiet]"
"(:Partiresultat:Liberalerna {roster2018: 270,kommun: Heby,roster2022: 220,parti: Liberalerna })","[Partiresultat, Liberalerna]"
"(:Partiresultat:Kristdemokraterna {roster2018: 726,kommun: Heby,roster2022: 751,parti: Kristdemokraterna})","[Partiresultat, Kristdemokraterna]"
"(:Partiresultat:Socialdemokraterna {roster2018: 2641,kommun: Heby,roster2022: 2528,parti: Arbetarepartiet-Socialdemokraterna})","[Partiresultat, Socialdemokraterna]"
"(:Partiresultat:Vänsterpartiet {roster2018: 502,kommun: Heby,roster2022: 448,parti: Vänsterpartiet})","[Partiresultat, Vänsterpartiet]"
"(:Partiresultat:Miljöpartiet {roster2018: 213,kommun: Heby,roster2022: 264,parti: Miljöpartiet de gröna})","[Partiresultat, Miljöpartiet]"
"(:Partiresultat:Sverigedemokraterna {roster2018: 2074,kommun: Heby,roster2022: 2710,parti: Sverigedemokraterna})","[Partiresultat, Sverigedemokraterna]"
"(:Partiresultat:Others {roster2018: 193,kommun: Heby,roster2022: 147,parti: Övriga anmälda partier})","[Partiresultat, Others]"
"(:Info:Valid {roster2018: 9064,kommun: Heby,roster2022: 9149,parti: Giltiga Röster})","[Info, Valid]"
"(:Info:Invalid {roster2018: 3,kommun: Heby,roster2022: 1,parti: Ogiltiga röster - inte anmälda partier})","[Info, Invalid]"
"(:Info:Invalid {roster2018: 127,kommun: Heby,roster2022: 125,parti: Ogiltiga röster - blanka})","[Info, Invalid]"
"(:Info:Invalid {roster2018: 4,kommun: Heby,roster2022: 5,parti: Ogiltiga röster - övriga})","[Info, Invalid]"
"(:Info:Turnout {roster2018: 9198,kommun: Heby,roster2022: 9280,parti: Valdeltagande})","[Info, Turnout]"
"(:Info:EligibleToVote {roster2018: 10607,kommun: Heby,roster2022: 10903,parti: Röstberättigade})","[Info, EligibleToVote]"
"(:Partiresultat:Moderaterna {roster2018: 1498,kommun: Hedemora,roster2022: 1570,parti: Moderaterna})","[Partiresultat, Moderaterna]"
"(:Partiresultat:Centerpartiet {roster2018: 979,kommun: Hedemora,roster2022: 608,parti: Centerpartiet})","[Partiresultat, Centerpartiet]"
"(:Partiresultat:Liberalerna {roster2018: 261,kommun: Hedemora,roster2022: 202,parti: Liberalerna })","[Partiresultat, Liberalerna]"
"(:Partiresultat:Kristdemokraterna {roster2018: 680,kommun: Hedemora,roster2022: 608,parti: Kristdemokraterna})","[Partiresultat, Kristdemokraterna]"
"(:Partiresultat:Socialdemokraterna {roster2018: 3004,kommun: Hedemora,roster2022: 2887,parti: Arbetarepartiet-Socialdemokraterna})","[Partiresultat, Socialdemokraterna]"
"(:Partiresultat:Vänsterpartiet {roster2018: 733,kommun: Hedemora,roster2022: 549,parti: Vänsterpartiet})","[Partiresultat, Vänsterpartiet]"
"(:Partiresultat:Miljöpartiet {roster2018: 285,kommun: Hedemora,roster2022: 341,parti: Miljöpartiet de gröna})","[Partiresultat, Miljöpartiet]"
"(:Partiresultat:Sverigedemokraterna {roster2018: 2213,kommun: Hedemora,roster2022: 2810,parti: Sverigedemokraterna})","[Partiresultat, Sverigedemokraterna]"
"(:Partiresultat:Others {roster2018: 171,kommun: Hedemora,roster2022: 168,parti: Övriga anmälda partier})","[Partiresultat, Others]"
"(:Info:Valid {roster2018: 9824,kommun: Hedemora,roster2022: 9743,parti: Giltiga Röster})","[Info, Valid]"
"(:Info:Invalid {roster2018: 3,kommun: Hedemora,roster2022: 1,parti: Ogiltiga röster - inte anmälda partier})","[Info, Invalid]"
"(:Info:Invalid {roster2018: 111,kommun: Hedemora,roster2022: 109,parti: Ogiltiga röster - blanka})","[Info, Invalid]"
"(:Info:Invalid {roster2018: 4,kommun: Hedemora,roster2022: 14,parti: Ogiltiga röster - övriga})","[Info, Invalid]"
"(:Info:Turnout {roster2018: 9942,kommun: Hedemora,roster2022: 9867,parti: Valdeltagande})","[Info, Turnout]"
"(:Info:EligibleToVote {roster2018: 11584,kommun: Hedemora,roster2022: 11840,parti: Röstberättigade})","[Info, EligibleToVote]"
"(:Partiresultat:Moderaterna {roster2018: 20811,kommun: Helsingborg,roster2022: 18937,parti: Moderaterna})","[Partiresultat, Moderaterna]"
"(:Partiresultat:Centerpartiet {roster2018: 5299,kommun: Helsingborg,roster2022: 4350,parti: Centerpartiet})","[Partiresultat, Centerpartiet]"
"(:Partiresultat:Liberalerna {roster2018: 4488,kommun: Helsingborg,roster2022: 3855,parti: Liberalerna })","[Partiresultat, Liberalerna]"
"(:Partiresultat:Kristdemokraterna {roster2018: 4706,kommun: Helsingborg,roster2022: 3925,parti: Kristdemokraterna})","[Partiresultat, Kristdemokraterna]"
"(:Partiresultat:Socialdemokraterna {roster2018: 23562,kommun: Helsingborg,roster2022: 24659,parti: Arbetarepartiet-Socialdemokraterna})","[Partiresultat, Socialdemokraterna]"
"(:Partiresultat:Vänsterpartiet {roster2018: 4206,kommun: Helsingborg,roster2022: 4363,parti: Vänsterpartiet})","[Partiresultat, Vänsterpartiet]"
"(:Partiresultat:Miljöpartiet {roster2018: 3228,kommun: Helsingborg,roster2022: 2986,parti: Miljöpartiet de gröna})","[Partiresultat, Miljöpartiet]"
"(:Partiresultat:Sverigedemokraterna {roster2018: 21048,kommun: Helsingborg,roster2022: 23051,parti: Sverigedemokraterna})","[Partiresultat, Sverigedemokraterna]"
"(:Partiresultat:Others {roster2018: 1114,kommun: Helsingborg,roster2022: 1514,parti: Övriga anmälda partier})","[Partiresultat, Others]"
"(:Info:Valid {roster2018: 88462,kommun: Helsingborg,roster2022: 87640,parti: Giltiga Röster})","[Info, Valid]"
"(:Info:Invalid {roster2018: 12,kommun: Helsingborg,roster2022: 23,parti: Ogiltiga röster - inte anmälda partier})","[Info, Invalid]"
"(:Info:Invalid {roster2018: 675,kommun: Helsingborg,roster2022: 830,parti: Ogiltiga röster - blanka})","[Info, Invalid]"
"(:Info:Invalid {roster2018: 36,kommun: Helsingborg,roster2022: 71,parti: Ogiltiga röster - övriga})","[Info, Invalid]"
"(:Info:Turnout {roster2018: 89185,kommun: Helsingborg,roster2022: 88564,parti: Valdeltagande})","[Info, Turnout]"
"(:Info:EligibleToVote {roster2018: 105779,kommun: Helsingborg,roster2022: 110550,parti: Röstberättigade})","[Info, EligibleToVote]"
"(:Partiresultat:Moderaterna {roster2018: 1066,kommun: Herrljunga,roster2022: 1029,parti: Moderaterna})","[Partiresultat, Moderaterna]"
"(:Partiresultat:Centerpartiet {roster2018: 787,kommun: Herrljunga,roster2022: 574,parti: Centerpartiet})","[Partiresultat, Centerpartiet]"
"(:Partiresultat:Liberalerna {roster2018: 311,kommun: Herrljunga,roster2022: 233,parti: Liberalerna })","[Partiresultat, Liberalerna]"
"(:Partiresultat:Kristdemokraterna {roster2018: 562,kommun: Herrljunga,roster2022: 592,parti: Kristdemokraterna})","[Partiresultat, Kristdemokraterna]"
"(:Partiresultat:Socialdemokraterna {roster2018: 1578,kommun: Herrljunga,roster2022: 1638,parti: Arbetarepartiet-Socialdemokraterna})","[Partiresultat, Socialdemokraterna]"
"(:Partiresultat:Vänsterpartiet {roster2018: 384,kommun: Herrljunga,roster2022: 294,parti: Vänsterpartiet})","[Partiresultat, Vänsterpartiet]"
"(:Partiresultat:Miljöpartiet {roster2018: 175,kommun: Herrljunga,roster2022: 172,parti: Miljöpartiet de gröna})","[Partiresultat, Miljöpartiet]"
"(:Partiresultat:Sverigedemokraterna {roster2018: 1389,kommun: Herrljunga,roster2022: 1664,parti: Sverigedemokraterna})","[Partiresultat, Sverigedemokraterna]"
"(:Partiresultat:Others {roster2018: 110,kommun: Herrljunga,roster2022: 106,parti: Övriga anmälda partier})","[Partiresultat, Others]"
"(:Info:Valid {roster2018: 6362,kommun: Herrljunga,roster2022: 6302,parti: Giltiga Röster})","[Info, Valid]"
"(:Info:Invalid {roster2018: 1,kommun: Herrljunga,roster2022: 2,parti: Ogiltiga röster - inte anmälda partier})","[Info, Invalid]"
"(:Info:Invalid {roster2018: 76,kommun: Herrljunga,roster2022: 80,parti: Ogiltiga röster - blanka})","[Info, Invalid]"
"(:Info:Invalid {roster2018: 7,kommun: Herrljunga,roster2022: 10,parti: Ogiltiga röster - övriga})","[Info, Invalid]"
"(:Info:Turnout {roster2018: 6446,kommun: Herrljunga,roster2022: 6394,parti: Valdeltagande})","[Info, Turnout]"
"(:Info:EligibleToVote {roster2018: 7255,kommun: Herrljunga,roster2022: 7313,parti: Röstberättigade})","[Info, EligibleToVote]"
"(:Partiresultat:Moderaterna {roster2018: 1162,kommun: Hjo,roster2022: 1168,parti: Moderaterna})","[Partiresultat, Moderaterna]"
"(:Partiresultat:Centerpartiet {roster2018: 613,kommun: Hjo,roster2022: 415,parti: Centerpartiet})","[Partiresultat, Centerpartiet]"
"(:Partiresultat:Liberalerna {roster2018: 252,kommun: Hjo,roster2022: 217,parti: Liberalerna })","[Partiresultat, Liberalerna]"
"(:Partiresultat:Kristdemokraterna {roster2018: 600,kommun: Hjo,roster2022: 592,parti: Kristdemokraterna})","[Partiresultat, Kristdemokraterna]"
"(:Partiresultat:Socialdemokraterna {roster2018: 1709,kommun: Hjo,roster2022: 1849,parti: Arbetarepartiet-Socialdemokraterna})","[Partiresultat, Socialdemokraterna]"
"(:Partiresultat:Vänsterpartiet {roster2018: 387,kommun: Hjo,roster2022: 250,parti: Vänsterpartiet})","[Partiresultat, Vänsterpartiet]"
"(:Partiresultat:Miljöpartiet {roster2018: 222,kommun: Hjo,roster2022: 278,parti: Miljöpartiet de gröna})","[Partiresultat, Miljöpartiet]"
"(:Partiresultat:Sverigedemokraterna {roster2018: 1216,kommun: Hjo,roster2022: 1415,parti: Sverigedemokraterna})","[Partiresultat, Sverigedemokraterna]"
"(:Partiresultat:Others {roster2018: 75,kommun: Hjo,roster2022: 78,parti: Övriga anmälda partier})","[Partiresultat, Others]"
"(:Info:Valid {roster2018: 6236,kommun: Hjo,roster2022: 6262,parti: Giltiga Röster})","[Info, Valid]"
"(:Info:Invalid {roster2018: 1,kommun: Hjo,roster2022: 3,parti: Ogiltiga röster - inte anmälda partier})","[Info, Invalid]"
"(:Info:Invalid {roster2018: 68,kommun: Hjo,roster2022: 57,parti: Ogiltiga röster - blanka})","[Info, Invalid]"
"(:Info:Invalid {roster2018: 1,kommun: Hjo,roster2022: 4,parti: Ogiltiga röster - övriga})","[Info, Invalid]"
"(:Info:Turnout {roster2018: 6306,kommun: Hjo,roster2022: 6326,parti: Valdeltagande})","[Info, Turnout]"
"(:Info:EligibleToVote {roster2018: 7094,kommun: Hjo,roster2022: 7214,parti: Röstberättigade})","[Info, EligibleToVote]"
"(:Partiresultat:Moderaterna {roster2018: 691,kommun: Hofors,roster2022: 814,parti: Moderaterna})","[Partiresultat, Moderaterna]"
"(:Partiresultat:Centerpartiet {roster2018: 320,kommun: Hofors,roster2022: 236,parti: Centerpartiet})","[Partiresultat, Centerpartiet]"
"(:Partiresultat:Liberalerna {roster2018: 215,kommun: Hofors,roster2022: 139,parti: Liberalerna })","[Partiresultat, Liberalerna]"
"(:Partiresultat:Kristdemokraterna {roster2018: 243,kommun: Hofors,roster2022: 265,parti: Kristdemokraterna})","[Partiresultat, Kristdemokraterna]"
"(:Partiresultat:Socialdemokraterna {roster2018: 2408,kommun: Hofors,roster2022: 2188,parti: Arbetarepartiet-Socialdemokraterna})","[Partiresultat, Socialdemokraterna]"
"(:Partiresultat:Vänsterpartiet {roster2018: 721,kommun: Hofors,roster2022: 499,parti: Vänsterpartiet})","[Partiresultat, Vänsterpartiet]"
"(:Partiresultat:Miljöpartiet {roster2018: 117,kommun: Hofors,roster2022: 129,parti: Miljöpartiet de gröna})","[Partiresultat, Miljöpartiet]"
"(:Partiresultat:Sverigedemokraterna {roster2018: 1336,kommun: Hofors,roster2022: 1671,parti: Sverigedemokraterna})","[Partiresultat, Sverigedemokraterna]"
"(:Partiresultat:Others {roster2018: 67,kommun: Hofors,roster2022: 65,parti: Övriga anmälda partier})","[Partiresultat, Others]"
"(:Info:Valid {roster2018: 6118,kommun: Hofors,roster2022: 6006,parti: Giltiga Röster})","[Info, Valid]"
"(:Info:Invalid {roster2018: 4,kommun: Hofors,roster2022: 1,parti: Ogiltiga röster - inte anmälda partier})","[Info, Invalid]"
"(:Info:Invalid {roster2018: 75,kommun: Hofors,roster2022: 58,parti: Ogiltiga röster - blanka})","[Info, Invalid]"
"(:Info:Invalid {roster2018: 8,kommun: Hofors,roster2022: 4,parti: Ogiltiga röster - övriga})","[Info, Invalid]"
"(:Info:Turnout {roster2018: 6205,kommun: Hofors,roster2022: 6069,parti: Valdeltagande})","[Info, Turnout]"
"(:Info:EligibleToVote {roster2018: 7333,kommun: Hofors,roster2022: 7375,parti: Röstberättigade})","[Info, EligibleToVote]"
"(:Partiresultat:Moderaterna {roster2018: 14789,kommun: Huddinge,roster2022: 13021,parti: Moderaterna})","[Partiresultat, Moderaterna]"
"(:Partiresultat:Centerpartiet {roster2018: 4620,kommun: Huddinge,roster2022: 4180,parti: Centerpartiet})","[Partiresultat, Centerpartiet]"
"(:Partiresultat:Liberalerna {roster2018: 3772,kommun: Huddinge,roster2022: 2885,parti: Liberalerna })","[Partiresultat, Liberalerna]"
"(:Partiresultat:Kristdemokraterna {roster2018: 3287,kommun: Huddinge,roster2022: 2309,parti: Kristdemokraterna})","[Partiresultat, Kristdemokraterna]"
"(:Partiresultat:Socialdemokraterna {roster2018: 16033,kommun: Huddinge,roster2022: 18283,parti: Arbetarepartiet-Socialdemokraterna})","[Partiresultat, Socialdemokraterna]"
"(:Partiresultat:Vänsterpartiet {roster2018: 5303,kommun: Huddinge,roster2022: 5124,parti: Vänsterpartiet})","[Partiresultat, Vänsterpartiet]"
"(:Partiresultat:Miljöpartiet {roster2018: 3271,kommun: Huddinge,roster2022: 3440,parti: Miljöpartiet de gröna})","[Partiresultat, Miljöpartiet]"
"(:Partiresultat:Sverigedemokraterna {roster2018: 9319,kommun: Huddinge,roster2022: 10389,parti: Sverigedemokraterna})","[Partiresultat, Sverigedemokraterna]"
"(:Partiresultat:Others {roster2018: 1046,kommun: Huddinge,roster2022: 1303,parti: Övriga anmälda partier})","[Partiresultat, Others]"
"(:Info:Valid {roster2018: 61440,kommun: Huddinge,roster2022: 60934,parti: Giltiga Röster})","[Info, Valid]"
"(:Info:Invalid {roster2018: 26,kommun: Huddinge,roster2022: 14,parti: Ogiltiga röster - inte anmälda partier})","[Info, Invalid]"
"(:Info:Invalid {roster2018: 359,kommun: Huddinge,roster2022: 491,parti: Ogiltiga röster - blanka})","[Info, Invalid]"
"(:Info:Invalid {roster2018: 44,kommun: Huddinge,roster2022: 61,parti: Ogiltiga röster - övriga})","[Info, Invalid]"
"(:Info:Turnout {roster2018: 61869,kommun: Huddinge,roster2022: 61500,parti: Valdeltagande})","[Info, Turnout]"
"(:Info:EligibleToVote {roster2018: 72839,kommun: Huddinge,roster2022: 76114,parti: Röstberättigade})","[Info, EligibleToVote]"
"(:Partiresultat:Moderaterna {roster2018: 3406,kommun: Hudiksvall,roster2022: 3560,parti: Moderaterna})","[Partiresultat, Moderaterna]"
"(:Partiresultat:Centerpartiet {roster2018: 3116,kommun: Hudiksvall,roster2022: 2042,parti: Centerpartiet})","[Partiresultat, Centerpartiet]"
"(:Partiresultat:Liberalerna {roster2018: 686,kommun: Hudiksvall,roster2022: 601,parti: Liberalerna })","[Partiresultat, Liberalerna]"
"(:Partiresultat:Kristdemokraterna {roster2018: 1319,kommun: Hudiksvall,roster2022: 1294,parti: Kristdemokraterna})","[Partiresultat, Kristdemokraterna]"
"(:Partiresultat:Socialdemokraterna {roster2018: 8569,kommun: Hudiksvall,roster2022: 8887,parti: Arbetarepartiet-Socialdemokraterna})","[Partiresultat, Socialdemokraterna]"
"(:Partiresultat:Vänsterpartiet {roster2018: 2302,kommun: Hudiksvall,roster2022: 1542,parti: Vänsterpartiet})","[Partiresultat, Vänsterpartiet]"
"(:Partiresultat:Miljöpartiet {roster2018: 888,kommun: Hudiksvall,roster2022: 1044,parti: Miljöpartiet de gröna})","[Partiresultat, Miljöpartiet]"
"(:Partiresultat:Sverigedemokraterna {roster2018: 4024,kommun: Hudiksvall,roster2022: 5172,parti: Sverigedemokraterna})","[Partiresultat, Sverigedemokraterna]"
"(:Partiresultat:Others {roster2018: 389,kommun: Hudiksvall,roster2022: 299,parti: Övriga anmälda partier})","[Partiresultat, Others]"
"(:Info:Valid {roster2018: 24699,kommun: Hudiksvall,roster2022: 24441,parti: Giltiga Röster})","[Info, Valid]"
"(:Info:Invalid {roster2018: 6,kommun: Hudiksvall,roster2022: 10,parti: Ogiltiga röster - inte anmälda partier})","[Info, Invalid]"
"(:Info:Invalid {roster2018: 243,kommun: Hudiksvall,roster2022: 308,parti: Ogiltiga röster - blanka})","[Info, Invalid]"
"(:Info:Invalid {roster2018: 21,kommun: Hudiksvall,roster2022: 33,parti: Ogiltiga röster - övriga})","[Info, Invalid]"
"(:Info:Turnout {roster2018: 24969,kommun: Hudiksvall,roster2022: 24792,parti: Valdeltagande})","[Info, Turnout]"
"(:Info:EligibleToVote {roster2018: 29182,kommun: Hudiksvall,roster2022: 29561,parti: Röstberättigade})","[Info, EligibleToVote]"
"(:Partiresultat:Moderaterna {roster2018: 1201,kommun: Hultsfred,roster2022: 1050,parti: Moderaterna})","[Partiresultat, Moderaterna]"
"(:Partiresultat:Centerpartiet {roster2018: 920,kommun: Hultsfred,roster2022: 620,parti: Centerpartiet})","[Partiresultat, Centerpartiet]"
"(:Partiresultat:Liberalerna {roster2018: 159,kommun: Hultsfred,roster2022: 164,parti: Liberalerna })","[Partiresultat, Liberalerna]"
"(:Partiresultat:Kristdemokraterna {roster2018: 812,kommun: Hultsfred,roster2022: 864,parti: Kristdemokraterna})","[Partiresultat, Kristdemokraterna]"
"(:Partiresultat:Socialdemokraterna {roster2018: 2911,kommun: Hultsfred,roster2022: 2841,parti: Arbetarepartiet-Socialdemokraterna})","[Partiresultat, Socialdemokraterna]"
"(:Partiresultat:Vänsterpartiet {roster2018: 510,kommun: Hultsfred,roster2022: 389,parti: Vänsterpartiet})","[Partiresultat, Vänsterpartiet]"
"(:Partiresultat:Miljöpartiet {roster2018: 137,kommun: Hultsfred,roster2022: 152,parti: Miljöpartiet de gröna})","[Partiresultat, Miljöpartiet]"
"(:Partiresultat:Sverigedemokraterna {roster2018: 1891,kommun: Hultsfred,roster2022: 2221,parti: Sverigedemokraterna})","[Partiresultat, Sverigedemokraterna]"
"(:Partiresultat:Others {roster2018: 120,kommun: Hultsfred,roster2022: 144,parti: Övriga anmälda partier})","[Partiresultat, Others]"
"(:Info:Valid {roster2018: 8661,kommun: Hultsfred,roster2022: 8445,parti: Giltiga Röster})","[Info, Valid]"
"(:Info:Invalid {roster2018: 5,kommun: Hultsfred,roster2022: 2,parti: Ogiltiga röster - inte anmälda partier})","[Info, Invalid]"
"(:Info:Invalid {roster2018: 77,kommun: Hultsfred,roster2022: 73,parti: Ogiltiga röster - blanka})","[Info, Invalid]"
